id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
14202,,No,No,3.8,39,Banashankari,Quick Bites,Masala Dosa,"South Indian, Chinese, North Indian",350,Dine-out
14203,,Yes,No,3.3,44,JP Nagar,Quick Bites,,Street Food,200,Dine-out
14204,,No,No,3.2,8,JP Nagar,Quick Bites,,North Indian,300,Dine-out
14205,,No,No,3.5,134,JP Nagar,Casual Dining,"Butter Naan, Butter Kulcha, Momos, Noodles, Paneer Tikka, Chop Suey, Tangdi Kabab","North Indian, Chinese",650,Dine-out
14206,,No,No,3.8,58,BTM,Quick Bites,"Filter Coffee, Pongal",South Indian,300,Dine-out
14207,,No,No,3.6,25,Bannerghatta Road,Food Court,,"Arabian, Mediterranean, North Indian",500,Dine-out
14208,,No,No,3.4,6,Basavanagudi,Quick Bites,,"North Indian, Mughlai",300,Dine-out
14209,,No,No,3.9,41,BTM,"Bakery, Quick Bites","Ginger Tea, Chai, Coffee","Bakery, Street Food",200,Dine-out
14210,,No,No,3.4,24,JP Nagar,Food Court,,"North Indian, Seafood",600,Dine-out
14211,,Yes,No,3.6,16,JP Nagar,Casual Dining,,South Indian,400,Dine-out
14212,,Yes,No,2.9,7,BTM,Cafe,,"Cafe, Continental, Pizza, Italian, Beverages",400,Dine-out
14213,,Yes,No,3.8,62,BTM,Quick Bites,,"Fast Food, Juices",300,Dine-out
14214,,Yes,No,3.1,10,JP Nagar,Food Court,,"South Indian, Biryani",500,Dine-out
14215,,Yes,No,3.8,358,BTM,Quick Bites,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer","North Indian, Chinese",400,Dine-out
14216,,No,No,3.4,10,Banashankari,Quick Bites,,"Mangalorean, Chinese",300,Dine-out
14217,,No,No,4,88,JP Nagar,Casual Dining,"Veg Platter, Chaat, Paneer Tikka Masala, Lemon Coriander Soup, Lassi, Babycorn Manchurian, Raita","North Indian, Chinese, Fast Food",500,Dine-out
14218,,No,No,3.5,18,BTM,Casual Dining,,"Arabian, Chinese, North Indian, Kerala, Seafood",550,Dine-out
14219,,No,No,3.6,41,JP Nagar,"Casual Dining, Sweet Shop",,"South Indian, Mithai, Chinese, North Indian",400,Dine-out
14220,,No,No,3.8,87,BTM,Quick Bites,"Sandwiches, Fruit Juices, Burgers, Chicken Sandwich, Omelette, French Fries, Oreo Shake",Fast Food,250,Dine-out
14221,,Yes,No,3,57,JP Nagar,Casual Dining,"Rice, Noodles, Chop Suey","Chinese, Thai",650,Dine-out
14222,,Yes,No,4,40,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600,Dine-out
14223,,No,No,2.8,14,Bannerghatta Road,Food Court,,"South Indian, North Indian",300,Dine-out
14224,,No,No,3.6,15,Wilson Garden,Quick Bites,,"South Indian, North Indian, Chinese",300,Dine-out
14225,,No,No,2.7,49,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Masala Poori, Kadhai Paneer","South Indian, North Indian, Chinese, Street Food",600,Dine-out
14226,,Yes,No,3.4,41,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400,Dine-out
14227,,Yes,No,3.6,43,JP Nagar,Casual Dining,Tandoori Chicken,"Chinese, North Indian, Mughlai",600,Dine-out
14228,,Yes,No,3.8,254,BTM,Casual Dining,"Spring Roll, Chilli Chicken, Chowmein, Sweet Corn Chicken Soup, Dragon Chicken, Hakka Noodles, Chop Suey",Chinese,600,Dine-out
14229,,Yes,No,3.6,24,Banashankari,Casual Dining,,"North Indian, Chinese",600,Dine-out
14230,,Yes,No,2.8,102,Bannerghatta Road,Quick Bites,"Roti, Chicken Biryani","North Indian, Chinese",350,Dine-out
14231,,No,No,4.1,379,JP Nagar,Quick Bites,"Masala Dosa, Handi Biryani, Maddur Vada, Filter Coffee, Goli Bajji, Kesari Bath, Rava Idli","South Indian, North Indian, Chinese",300,Dine-out
14232,,No,No,3.2,7,JP Nagar,Quick Bites,,North Indian,200,Dine-out
14233,,Yes,No,3.7,66,JP Nagar,Quick Bites,,"Kebab, North Indian, Fast Food, Beverages",400,Dine-out
14234,,Yes,No,3.9,139,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",300,Dine-out
14235,,Yes,No,3.7,117,JP Nagar,Quick Bites,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",North Indian,150,
14236,,Yes,No,3.8,75,Bannerghatta Road,Quick Bites,"Chaat, Panipuri, Lassi, Aloo Paratha, Chai, Gulab Jamun","North Indian, Street Food",200,Dine-out
14237,,Yes,No,3,6,Bannerghatta Road,"Food Court, Quick Bites",,"Mexican, Tex-Mex",400,Dine-out
14238,,No,No,3.6,30,JP Nagar,Casual Dining,,"North Indian, Chinese, South Indian",450,Dine-out
14239,,No,No,3.4,6,Banashankari,Casual Dining,,Continental,500,Dine-out
14240,,No,No,3.4,48,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea",Cafe,550,Dine-out
14241,,No,No,2.8,43,JP Nagar,Casual Dining,,"North Indian, Continental, South Indian, Chinese","1,000",Dine-out
14242,,No,No,3.3,14,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, Continental, North Indian, Bakery, Desserts",700,Dine-out
14243,,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites",,"Mithai, South Indian, Street Food, Fast Food",200,Dine-out
14244,,No,No,3.9,194,JP Nagar,Casual Dining,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji","South Indian, North Indian, Chinese",400,Dine-out
14245,,No,No,2.3,176,JP Nagar,Casual Dining,"Raita, Thali, Paratha, Chole, Buttermilk, Paneer Bhurji, Rice",North Indian,450,
14246,,No,No,3.1,30,Banashankari,Bar,,"Chinese, North Indian","1,000",Dine-out
14247,,No,No,3.8,33,JP Nagar,Cafe,,Cafe,300,Dine-out
14248,,No,No,3.1,11,BTM,Cafe,,"Cafe, Healthy Food",500,Dine-out
14249,,Yes,No,3.7,478,BTM,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",450,Dine-out
14250,,Yes,No,2.9,42,BTM,Quick Bites,"Masala Dosa, Vada, Filter Coffee","North Indian, South Indian, Chinese, Fast Food",250,Dine-out
14251,,Yes,Yes,3.7,49,BTM,Cafe,,"Cafe, Beverages",300,Dine-out
14252,,Yes,No,2.7,123,Banashankari,Quick Bites,,Fast Food,200,Dine-out
14253,,Yes,No,3.9,92,JP Nagar,Quick Bites,"Coffee, Pav Bhaji, Masala Dosa, Vada Sambar","South Indian, North Indian, Fast Food",300,Dine-out
14254,,Yes,No,2.7,24,BTM,Quick Bites,,North Indian,250,Dine-out
14255,,No,No,3,98,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800,Dine-out
14256,,No,No,2.7,39,JP Nagar,Casual Dining,Tandoori Chicken,"North Indian, Chinese, Biryani",500,Dine-out
14257,,No,No,2.8,56,JP Nagar,Lounge,,North Indian,"1,200",Dine-out
14258,,No,No,3.1,53,BTM,Casual Dining,"Butter Chicken, Noodles","North Indian, Chinese, Kerala",600,Dine-out
14259,,No,No,3.6,22,BTM,Cafe,,"Cafe, Fast Food",500,Dine-out
14260,,No,No,3.1,16,JP Nagar,Casual Dining,,"North Indian, South Indian, Chinese, Grill",700,Dine-out
14261,,No,No,3.5,44,JP Nagar,Casual Dining,,"Chinese, North Indian","1,000",Dine-out
14262,,No,No,3.6,25,JP Nagar,Casual Dining,,"North Indian, Bengali, Chinese",550,Dine-out
14263,,No,No,3.3,7,BTM,Casual Dining,,"Chinese, Andhra, Mangalorean",550,Dine-out
14264,,No,No,3.4,9,JP Nagar,Casual Dining,,"Seafood, Chinese, South Indian, North Indian",500,Dine-out
14265,,No,No,3.2,4,JP Nagar,Casual Dining,,"North Indian, Chinese, Mughlai",600,Dine-out
14266,,No,No,3.2,6,Basavanagudi,"Beverage Shop, Quick Bites",,"Beverages, Sandwich",100,Dine-out
14267,,No,No,3.2,6,Basavanagudi,Casual Dining,,"South Indian, North Indian, Chinese",450,Dine-out
14268,,No,No,3.4,0,JP Nagar,Quick Bites,,South Indian,150,Dine-out
14269,,Yes,No,3.3,13,JP Nagar,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",300,Dine-out
14270,,Yes,No,3.8,50,BTM,Quick Bites,,"Fast Food, North Indian, Rolls",250,Dine-out
14271,,Yes,No,3.2,10,BTM,Quick Bites,,"Tibetan, Momos",250,Dine-out
14272,,Yes,No,3.4,12,JP Nagar,Quick Bites,,"Tibetan, Momos",300,Dine-out
14273,,Yes,No,3.7,43,BTM,Quick Bites,,"North Indian, South Indian, Mangalorean",250,Dine-out
14274,,Yes,No,3.7,14,BTM,Quick Bites,,"North Indian, South Indian, Chinese",200,Dine-out
14275,,Yes,No,3.2,4,Wilson Garden,Quick Bites,,"Fast Food, Burger",500,Dine-out
14276,,Yes,No,3.4,8,BTM,Quick Bites,,Fast Food,150,Dine-out
14277,,No,No,3.6,65,Banashankari,Quick Bites,"Panipuri, Chaat, Noodles, Dahi Bhalle","Fast Food, Street Food",300,Dine-out
14278,,No,No,2.9,231,JP Nagar,Dessert Parlor,"Pasta, Sandwiches, Club Sandwich, Cottage Cheese Steak, Waffles, Chicken Lasagne, Chicken Burger","Desserts, Italian, Pizza",800,Dine-out
14279,,Yes,No,3.8,185,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",400,Dine-out
14280,,Yes,No,3.7,51,Bannerghatta Road,Quick Bites,"Akki Rottis, Neer Dosa",North Indian,300,Dine-out
14281,,Yes,No,3,11,BTM,Quick Bites,,"Biryani, North Indian",200,Dine-out
14282,,Yes,No,3.5,12,BTM,Quick Bites,,Fast Food,250,Dine-out
14283,,Yes,No,3.7,26,BTM,Quick Bites,,"Biryani, North Indian, Fast Food, Chinese",400,Dine-out
14284,,Yes,No,3.9,33,JP Nagar,Food Court,,"Italian, Continental",600,Dine-out
14285,,No,No,3.8,67,BTM,Quick Bites,,"North Indian, Chinese",400,Dine-out
14286,,No,No,2.8,127,BTM,Quick Bites,"Rolls, Veggie Roll, Chicken Roll, French Fries","Fast Food, Rolls, Momos",300,Dine-out
14287,,No,No,3,67,BTM,Quick Bites,"Masala Dosa, Plain Dosa","South Indian, North Indian, Chinese",300,Dine-out
14288,,No,No,3.2,5,JP Nagar,Quick Bites,,"Fast Food, Beverages",200,Dine-out
14289,,No,No,3.4,52,Banashankari,Quick Bites,Rooftop Ambience,South Indian,300,Dine-out
14290,,No,No,3.6,141,JP Nagar,Quick Bites,"Tea, Chocolate Cookies, Ginger Chai, Masala Chai, Poori Bhaji, Sulemani Chai, Sandwich","Fast Food, Tea, Beverages",300,Dine-out
14291,,No,No,3.4,12,BTM,Quick Bites,,"South Indian, Biryani, Chinese",300,Dine-out
14292,,No,No,3.5,12,BTM,Quick Bites,,"South Indian, North Indian, Chinese",200,Dine-out
14293,,No,No,3.4,4,JP Nagar,Quick Bites,,North Indian,350,Dine-out
14294,,No,No,3.8,149,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150,Dine-out
14295,,No,No,3.7,41,BTM,Casual Dining,Chicken Biryani,"Biryani, North Indian",450,Dine-out
14296,,No,No,3.1,8,BTM,Casual Dining,,"Biryani, South Indian, North Indian, Chinese, Andhra",600,Dine-out
14297,,No,No,3.1,6,Wilson Garden,Kiosk,,Biryani,200,Dine-out
14298,,No,No,3.1,6,BTM,Quick Bites,,"North Indian, Chinese",400,Dine-out
14299,,No,No,3.5,8,BTM,Casual Dining,,"North Indian, Arabian, Chinese",700,Dine-out
14300,,No,No,3.3,16,Wilson Garden,Casual Dining,,"North Indian, Chinese, Biryani",600,Dine-out
14301,,No,No,3.1,10,JP Nagar,Beverage Shop,,Juices,200,Dine-out
14302,,Yes,No,3.1,12,Basavanagudi,Quick Bites,,"Beverages, Fast Food",150,Dine-out
14303,,Yes,No,3.3,0,Basavanagudi,Quick Bites,,"North Indian, Chinese",300,Dine-out
14304,,Yes,No,3.6,16,BTM,Quick Bites,,"Fast Food, Beverages, Sandwich",300,Dine-out
14305,,No,No,4,40,BTM,Beverage Shop,"Shawarma, Chicken Grill",Beverages,400,Dine-out
14306,,No,No,3.4,15,Bannerghatta Road,Quick Bites,,Kerala,150,Dine-out
14307,,No,No,3.6,56,Bannerghatta Road,Quick Bites,"Masala Dosa, Idli","South Indian, North Indian",400,Dine-out
14308,,No,No,3.4,25,JP Nagar,Quick Bites,"Pav Bhaji, Dahipuri, Chaat, Paratha, Noodles",Street Food,200,Dine-out
14309,,No,No,3.6,42,BTM,Quick Bites,Paratha,"North Indian, Chinese, Street Food, Biryani",400,Dine-out
14310,,No,No,3.1,9,BTM,Quick Bites,,North Indian,350,Dine-out
14311,,No,No,3.8,47,BTM,Dessert Parlor,,Desserts,200,Dine-out
14312,,No,No,3.3,4,BTM,Quick Bites,,Kerala,200,Dine-out
14313,,No,No,3.3,4,Bannerghatta Road,Food Court,,"Chinese, North Indian, Fast Food",400,Dine-out
14314,,No,No,3.5,15,BTM,Quick Bites,,"North Indian, Chinese",200,Dine-out
14315,,No,No,3.6,38,BTM,Quick Bites,,"North Indian, Chinese, Fast Food",250,Dine-out
14316,,No,No,3.4,4,Bannerghatta Road,"Food Court, Casual Dining",,"North Indian, Biryani",600,Dine-out
14317,,No,No,3.1,23,Bannerghatta Road,Food Court,,"Chinese, Asian",450,Dine-out
14318,,No,No,3.3,5,BTM,Quick Bites,,North Indian,400,Dine-out
14319,,No,No,3.3,4,Wilson Garden,Quick Bites,,"Chinese, Fast Food",500,Dine-out
14320,,No,No,3.6,34,BTM,Quick Bites,Wood Fire Pizza,"Italian, Pizza",650,Dine-out
14321,,No,No,3.5,14,Bannerghatta Road,Quick Bites,,Juices,100,Dine-out
14322,,No,No,3.5,14,BTM,Quick Bites,,"Fast Food, Juices",300,Dine-out
14323,,No,No,3.4,6,BTM,Quick Bites,,Kerala,300,Dine-out
14324,,No,No,3.3,22,BTM,Quick Bites,,"North Indian, Chinese",300,Dine-out
14325,,Yes,No,3.2,11,BTM,Quick Bites,,North Indian,250,Dine-out
14326,,No,No,3.7,112,BTM,Casual Dining,Friendly Staff,"Chinese, Fast Food, Continental",500,Dine-out
14327,,No,No,3.5,13,BTM,Quick Bites,,"North Indian, Chinese, Fast Food, Rolls",300,Dine-out
14328,,No,No,3.3,4,JP Nagar,Quick Bites,,South Indian,250,Dine-out
14329,,No,No,3.1,6,BTM,Quick Bites,,"North Indian, Fast Food, Biryani",250,Dine-out
14330,,No,No,3.2,4,Wilson Garden,Quick Bites,,"North Indian, Fast Food, Rolls",300,Dine-out
14331,,No,No,3.5,13,JP Nagar,Quick Bites,,"North Indian, Chinese",500,Dine-out
14332,,No,No,2.7,20,Bannerghatta Road,Food Court,,"Hyderabadi, Andhra, North Indian",500,Dine-out
14333,,No,No,3.5,6,JP Nagar,Quick Bites,,South Indian,300,Dine-out
14334,,No,No,3.5,10,Bannerghatta Road,Food Court,,"South Indian, Beverages",400,Dine-out
14335,,No,No,3.1,10,BTM,"Quick Bites, Beverage Shop",,"Juices, Street Food",150,Dine-out
14336,,No,No,3.2,4,Bannerghatta Road,Food Court,,Street Food,200,Dine-out
14337,,No,No,3.3,6,JP Nagar,Quick Bites,,"Asian, BBQ, South Indian, Chinese",300,Dine-out
14338,,No,No,3.1,32,BTM,Quick Bites,,"North Indian, Chinese",400,Dine-out
14339,,Yes,No,3.9,35,BTM,Quick Bites,,"North Indian, South Indian, Gujarati",350,Dine-out
14340,,Yes,No,2.7,85,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500,Dine-out
14341,,No,No,3.8,30,BTM,Quick Bites,,"Chinese, Mongolian",300,Dine-out
14342,,Yes,No,3.1,21,Bannerghatta Road,Food Court,,"Tibetan, Momos",250,Dine-out
14343,,No,No,3.1,17,BTM,Quick Bites,,"North Indian, Chinese",400,Dine-out
14344,,No,No,3.5,14,JP Nagar,Quick Bites,,"Andhra, Biryani",250,Dine-out
14345,,No,No,3.6,36,Basavanagudi,Casual Dining,,"North Indian, Chinese",900,Dine-out
14346,,No,No,3.8,89,JP Nagar,Quick Bites,"Dahi Vada, Masala Dosa, Coffee, Chaat, Roti","Fast Food, North Indian, Chinese, South Indian",400,Dine-out
14347,,No,No,3.8,63,BTM,Cafe,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",Cafe,500,Dine-out
14348,,No,No,3.1,54,JP Nagar,Quick Bites,"Tea, Masala Dosa, Vada","South Indian, North Indian, Chinese, Street Food",300,Dine-out
14349,,No,No,3.3,6,BTM,Quick Bites,,"Kerala, Tea",250,Dine-out
14350,,Yes,No,3.3,25,Bannerghatta Road,Casual Dining,,"North Indian, Chinese",600,Dine-out
14351,,Yes,Yes,3.9,487,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Dine-out
14352,,No,No,3.5,21,BTM,Quick Bites,,Biryani,200,Dine-out
14353,,Yes,No,3.4,16,Wilson Garden,Casual Dining,,"Chinese, North Indian, Arabian",800,Dine-out
14354,,Yes,No,4,113,BTM,"Beverage Shop, Quick Bites","Chai, Masala Tea, Samosa, Banana Cake, Egg Puff, Ginger Tea","Tea, Beverages, Fast Food",250,Dine-out
14355,,Yes,No,3,260,BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250,
14356,,Yes,No,3.8,187,JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500,Dine-out
14357,,Yes,No,3.3,50,BTM,Dhaba,,North Indian,400,Dine-out
14358,,No,Yes,4.3,1248,Jayanagar,"Casual Dining, Bar","Pizza, Cocktails, Pasta, Churros, Mocktails, Mushroom Soup, Long Island Iced Tea","Pizza, Italian, Chinese, Thai","1,000",Drinks & nightlife
14359,,No,Yes,3.9,1786,JP Nagar,Bar,"Cocktails, Beer, Bloody Mary, Pasta, Pizza, Burgers, Nachos","Finger Food, North Indian, Chinese","1,300",Drinks & nightlife
14360,,Yes,Yes,4.1,592,JP Nagar,"Casual Dining, Bar","Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","Continental, Finger Food, North Indian, Chinese","1,200",Drinks & nightlife
14361,,Yes,Yes,4.1,975,Jayanagar,"Microbrewery, Casual Dining","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian","1,500",Drinks & nightlife
14362,,Yes,Yes,4.1,446,Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Chicken Chips, Brownie","Continental, Finger Food, Seafood, Pizza","1,200",Drinks & nightlife
14363,,No,Yes,3.8,152,Jayanagar,Lounge,"Mutton Biryani, Mojito, Dal Makhani, Cocktails, Raita","North Indian, Afghan","1,350",Drinks & nightlife
14364,,No,Yes,3.8,234,Jayanagar,Casual Dining,"Sea Food, Fish, Masala Papad, Chilli Paneer, Cocktails, Corn Pakoda, Biryani","Konkan, Seafood","1,000",Drinks & nightlife
14365,,No,No,4.3,697,JP Nagar,Microbrewery,"Beer, Cocktails, Nachos, Pork Ribs, Pizza, Tiramisu, Stout","Continental, Finger Food","1,500",
14366,,No,Yes,4.5,456,JP Nagar,"Microbrewery, Casual Dining","Wheat Beer, Salsa, Pizza, Tiramisu, Lager, Cosmopolitan, Cocktails","Finger Food, North Indian, Continental","1,500",
14367,,Yes,Yes,4.4,2499,Bannerghatta Road,Pub,"Gajar Ka Halwa, Hara Bhara Kebab, Custard, Brownie, Pasta, Sev Puri, Paan Ice Cream","North Indian, Italian",900,Drinks & nightlife
14368,,Yes,Yes,4.3,4323,JP Nagar,Microbrewery,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Cocktails, Mocktails, Drunken Chicken Wings","Continental, American","1,600",
14369,,Yes,Yes,4.2,2217,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","American, Chinese, Continental, North Indian","1,200",
14370,,No,Yes,4.4,1162,BTM,"Casual Dining, Bar","Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka","North Indian, Mediterranean, European, BBQ","1,100",Drinks & nightlife
14371,,No,Yes,4.2,1197,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","Italian, Continental","1,200",Drinks & nightlife
14372,,Yes,Yes,4.1,1407,JP Nagar,"Casual Dining, Pub","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","North Indian, Continental","1,100",Drinks & nightlife
14373,,No,Yes,4,725,JP Nagar,"Pub, Casual Dining","Pasta, Cocktails, Pizza, Paneer Tikka, Mocktails, Fish, Fries","Finger Food, Continental, North Indian, Chinese","1,500",Drinks & nightlife
14374,,Yes,No,3.9,919,JP Nagar,Bar,"Beer, Momos, Pizza, Coffee, Dragon Chicken, Hot Pot, Mocktails","North Indian, Chinese, Pizza, BBQ","1,000",Drinks & nightlife
14375,,Yes,Yes,4,1017,JP Nagar,"Pub, Bar","Beer, Pizza, Veg Starter, Martini, Mojito, Cocktails, Crispy Corn","Finger Food, Chinese, Continental","1,300",Drinks & nightlife
14376,,Yes,Yes,4.1,847,JP Nagar,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","South American, Continental, Italian","1,100",Drinks & nightlife
14377,,No,Yes,4.6,538,Jayanagar,Casual Dining,"Neer Dosa, Mutton Biryani, Brownie, Paan Ice Cream, Cocktails, Mocktails, Vegetable Biryani","North Indian, Chinese, Mughlai, Mexican, BBQ","1,100",Buffet
14378,,No,Yes,3.9,48,JP Nagar,Casual Dining,,"North Indian, Continental, Chinese",900,Buffet
14379,,Yes,Yes,4.4,2496,Bannerghatta Road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900,Buffet
14380,,Yes,Yes,4.2,1976,Bannerghatta Road,Casual Dining,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood","1,000",Buffet
14381,,No,No,4.2,386,JP Nagar,Cafe,"Coffee, Hot Chocolate, Sandwiches, Frappuccino, Hazelnut Latte, Vanilla Latte, Velvet Cake","Cafe, Desserts",700,Cafes
14382,,Yes,Yes,3.9,728,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800,Cafes
14383,,Yes,No,4.1,206,JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650,Cafes
14384,,Yes,No,3.8,46,JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450,Cafes
14385,,Yes,No,3.5,27,JP Nagar,Cafe,,Cafe,650,Cafes
14386,,Yes,No,3.9,50,Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600,Cafes
14387,,No,No,0,0,Kumaraswamy Layout,Cafe,,"Cafe, Fast Food",400,Cafes
14388,,No,No,3.9,144,Kumaraswamy Layout,Cafe,"Lemon Soda, Wine, Coffee, Fried Rice Chicken, Chilli Chicken, Milk Shake, Oreo Shake","Cafe, Chinese, Arabian",550,
14389,,Yes,No,4.5,1185,BTM,Delivery,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Delivery
14390,,Yes,No,4.2,785,BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300,Delivery
14391,,Yes,No,3.2,167,Bannerghatta Road,Quick Bites,Salad,"Salad, Fast Food",600,Delivery
14392,,Yes,No,4.1,1277,BTM,Casual Dining,"Fattoush, Crispy Chilli Potatoes, Mutton Roganjosh, Butter Chicken Biryani, Crispy Chilli Babycorn, Chicken Grill, Tandoori Chicken","Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",900,Delivery
14393,,Yes,No,3.9,247,BTM,Quick Bites,"Radhaballavi, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali, Alur Dom","Bengali, North Indian",400,Delivery
14394,,Yes,No,4.1,66,JP Nagar,"Takeaway, Delivery","Sandwich, Crispy Chicken, French Fries","Fast Food, Sandwich",300,Delivery
14395,,Yes,No,4,808,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Noodles, Thali, Biryani","North Indian, Chinese, Biryani",500,Delivery
14396,,Yes,No,3.4,150,BTM,Quick Bites,"Puttu Biryani, Egg Roast","Kerala, North Indian, Chinese",400,Delivery
14397,,Yes,No,4.1,418,Jayanagar,Quick Bites,"Burgers, Fries, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500,Delivery
14398,,Yes,No,4.5,556,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400,Delivery
14399,,Yes,No,3.7,215,BTM,Quick Bites,Roast Chicken,"Kerala, North Indian",200,Delivery
